Name,Rating,Rating Count,Detailed Ratings,Price Category,Address,Lat,Lon,ZipCode
ODAAN,4.2,385,"{'Rating 5 ': 248.0, 'Rating 4 ': 58.0, 'Rating 3 ': 32.0, 'Rating 2 ': 11.0, 'Rating 1 ': 36.0}",1,"907 Seneca Ave, Queens, NY 11385",40.7006787,-73.9037027,11385
Pages Restaurant On the Mall,4.3,179,"{'Rating 5 ': 102.0, 'Rating 4 ': 47.0, 'Rating 3 ': 17.0, 'Rating 2 ': 4.0, 'Rating 1 ': 9.0}",1,"150 Halsey St, Newark, NJ 07102",40.7371662,-74.1727979,07102
Pearl Indian Restaurant,4,162,"{'Rating 5 ': 94.0, 'Rating 4 ': 30.0, 'Rating 3 ': 12.0, 'Rating 2 ': 2.0, 'Rating 1 ': 24.0}",1,"738 Franklin Ave, Brooklyn, NY 11238",40.6732254,-73.9573128,11238
ZAZA,4.5,946,"{'Rating 5 ': 661.0, 'Rating 4 ': 162.0, 'Rating 3 ': 55.0, 'Rating 2 ': 27.0, 'Rating 1 ': 41.0}",2,"104 Greenwich St, New York, NY 10006",40.7084781,-74.013525,10006
New Dinette Restaurant,4.7,40,"{'Rating 5 ': 31.0, 'Rating 4 ': 6.0, 'Rating 3 ': 2.0, 'Rating 2 ': 0.0, 'Rating 1 ': 1.0}",,"187 Port Richmond Ave, Staten Island, NY 10302",40.6367046,-74.1341885,10302
Maizal Restaurant,4.4,403,"{'Rating 5 ': 262.0, 'Rating 4 ': 84.0, 'Rating 3 ': 21.0, 'Rating 2 ': 14.0, 'Rating 1 ': 22.0}",2,"990 Bay St, Staten Island, NY 10305",40.6183623,-74.0694534,10305
Olive Garden Italian Restaurant,4,4105,"{'Rating 5 ': 1969.0, 'Rating 4 ': 1068.0, 'Rating 3 ': 505.0, 'Rating 2 ': 214.0, 'Rating 1 ': 349.0}",2,"505 Gateway Dr, Brooklyn, NY 11239",40.651493,-73.869339,11239
Myrna Peruvian Restaurant,4.5,229,"{'Rating 5 ': 182.0, 'Rating 4 ': 21.0, 'Rating 3 ': 6.0, 'Rating 2 ': 3.0, 'Rating 1 ': 17.0}",2,"601 Ridge Rd, North Arlington, NJ 07031",40.7982535,-74.1265003,07031
Ju Feng Chinese restaurant,4.4,7,"{'Rating 5 ': 6.0, 'Rating 4 ': 0.0, 'Rating 3 ': 0.0, 'Rating 2 ': 0.0, 'Rating 1 ': 1.0}",,"2809 Nostrand Ave, Brooklyn, NY 11229",40.6157088,-73.9445354,11229
El Mariachi Loco Restaurant,4.3,12,"{'Rating 5 ': 9.0, 'Rating 4 ': 1.0, 'Rating 3 ': 0.0, 'Rating 2 ': 0.0, 'Rating 1 ': 2.0}",,"2506 Bergenline Ave, Union City, NJ 07087",40.7684229,-74.031885,07087
"Chris' Pizza & Family Restaurant (Rutherford, NJ)",4.2,213,"{'Rating 5 ': 140.0, 'Rating 4 ': 27.0, 'Rating 3 ': 14.0, 'Rating 2 ': 6.0, 'Rating 1 ': 26.0}",2,"200 Park Ave, Rutherford, NJ 07070",40.8253847,-74.1095755,07070
KTB Restaurant and Lounge,4.3,528,"{'Rating 5 ': 370.0, 'Rating 4 ': 67.0, 'Rating 3 ': 27.0, 'Rating 2 ': 15.0, 'Rating 1 ': 49.0}",1,"323 Ridge Rd, North Arlington, NJ 07031",40.7915639,-74.1313522,07031
Patio Restaurant,4.8,26,"{'Rating 5 ': 22.0, 'Rating 4 ': 4.0, 'Rating 3 ': 0.0, 'Rating 2 ': 0.0, 'Rating 1 ': 0.0}",,"103 34th St, Union City, NJ 07087",40.7704847,-74.0235089,07087
NEW YUEWONG RESTAURANT 裕旺大饭店,4.1,411,"{'Rating 5 ': 272.0, 'Rating 4 ': 46.0, 'Rating 3 ': 20.0, 'Rating 2 ': 17.0, 'Rating 1 ': 56.0}",2,"60 Bayard St, New York, NY 10013",40.7155505,-73.9977492,10013
Al-Basha Restaurant Dine-In Only,4.7,1943,"{'Rating 5 ': 1608.0, 'Rating 4 ': 188.0, 'Rating 3 ': 63.0, 'Rating 2 ': 22.0, 'Rating 1 ': 62.0}",2,"387 Crooks Ave, Paterson, NJ 07503",40.8920051,-74.1424324,07503
Bella Luce Restaurant and Bar,4.5,454,"{'Rating 5 ': 319.0, 'Rating 4 ': 75.0, 'Rating 3 ': 30.0, 'Rating 2 ': 10.0, 'Rating 1 ': 20.0}",3,"507 Franklin Ave, Nutley, NJ 07110",40.8236345,-74.1555069,07110
Blarney Stone,4,306,"{'Rating 5 ': 148.0, 'Rating 4 ': 73.0, 'Rating 3 ': 41.0, 'Rating 2 ': 17.0, 'Rating 1 ': 27.0}",2,"11 Trinity Pl, New York, NY 10006",40.7063523,-74.0138086,10006
Kamils Restaurant,4.3,928,"{'Rating 5 ': 629.0, 'Rating 4 ': 139.0, 'Rating 3 ': 71.0, 'Rating 2 ': 25.0, 'Rating 1 ': 64.0}",2,"1489 Main Ave, Clifton, NJ 07011",40.8846028,-74.1494194,07011
Elite Williamsburg,4.1,1315,"{'Rating 5 ': 778.0, 'Rating 4 ': 239.0, 'Rating 3 ': 119.0, 'Rating 2 ': 47.0, 'Rating 1 ': 132.0}",2,"128 Metropolitan Ave, Brooklyn, NY 11211",40.7162201,-73.9627502,11211
Golden House Restaurant,4.3,105,"{'Rating 5 ': 68.0, 'Rating 4 ': 18.0, 'Rating 3 ': 10.0, 'Rating 2 ': 2.0, 'Rating 1 ': 7.0}",,"334 Union Ave A, Rutherford, NJ 07070",40.8366795,-74.1139782,07070
Hi-So Thai,4,299,"{'Rating 5 ': 164.0, 'Rating 4 ': 61.0, 'Rating 3 ': 29.0, 'Rating 2 ': 12.0, 'Rating 1 ': 33.0}",2,"1903 Willow Ave A, Weehawken, NJ 07086",40.760221,-74.0278244,07086
El Delicioso Mexican Restaurant,4.7,36,"{'Rating 5 ': 30.0, 'Rating 4 ': 2.0, 'Rating 3 ': 3.0, 'Rating 2 ': 0.0, 'Rating 1 ': 1.0}",1,"200 New York Ave, Union City, NJ 07087",40.7530282,-74.0399038,07087
Awash Ethiopian Restaurant,4.3,393,"{'Rating 5 ': 228.0, 'Rating 4 ': 101.0, 'Rating 3 ': 38.0, 'Rating 2 ': 13.0, 'Rating 1 ': 13.0}",2,"338 E 6th St, New York, NY 10003",40.726527,-73.986862,10003
Yocateo Restaurant,4.7,22,"{'Rating 5 ': 18.0, 'Rating 4 ': 2.0, 'Rating 3 ': 1.0, 'Rating 2 ': 1.0, 'Rating 1 ': 0.0}",,"Dawson St, Newark, NJ 07114",40.7212557,-74.1711807,07114
Taita Kitchen Peruvian Restaurant,4.4,55,"{'Rating 5 ': 37.0, 'Rating 4 ': 9.0, 'Rating 3 ': 4.0, 'Rating 2 ': 3.0, 'Rating 1 ': 2.0}",2,"405 Lexington Ave, Clifton, NJ 07011",40.8750801,-74.1326446,07011
Serafina Italian Restaurant 38th Madison,4,166,"{'Rating 5 ': 94.0, 'Rating 4 ': 24.0, 'Rating 3 ': 17.0, 'Rating 2 ': 12.0, 'Rating 1 ': 19.0}",2,"241 Madison Ave, New York, NY 10016",40.7499675,-73.9811791,10016
Morelos Restaurant,4.5,19,"{'Rating 5 ': 14.0, 'Rating 4 ': 3.0, 'Rating 3 ': 1.0, 'Rating 2 ': 0.0, 'Rating 1 ': 1.0}",,"127 3rd St, Passaic, NJ 07055",40.8659925,-74.1161429,07055
Princess Anaïs Palace Haïtian Restaurant,3.4,16,"{'Rating 5 ': 8.0, 'Rating 4 ': 2.0, 'Rating 3 ': 0.0, 'Rating 2 ': 1.0, 'Rating 1 ': 5.0}",1,"547 Communipaw Ave, Jersey City, NJ 07304",40.7164069,-74.0707313,07304
Pazza Luna Restaurant & Pizzeria,4.5,290,"{'Rating 5 ': 202.0, 'Rating 4 ': 58.0, 'Rating 3 ': 10.0, 'Rating 2 ': 8.0, 'Rating 1 ': 12.0}",1,"52 Chestnut St, Garfield, NJ 07026",40.8759556,-74.1058541,07026
South Barbeque Restaurant,4.1,570,"{'Rating 5 ': 327.0, 'Rating 4 ': 115.0, 'Rating 3 ': 39.0, 'Rating 2 ': 28.0, 'Rating 1 ': 61.0}",1,"396 South St, Newark, NJ 07105",40.7189172,-74.1614576,07105
Las Mexicanitas de la 37,4.5,207,"{'Rating 5 ': 152.0, 'Rating 4 ': 31.0, 'Rating 3 ': 11.0, 'Rating 2 ': 6.0, 'Rating 1 ': 7.0}",2,"3700 Bergenline Ave, Union City, NJ 07087",40.774714,-74.0271503,07087
Marta,4.5,1892,"{'Rating 5 ': 1238.0, 'Rating 4 ': 433.0, 'Rating 3 ': 125.0, 'Rating 2 ': 51.0, 'Rating 1 ': 45.0}",2,"29 E 29th St, New York, NY 10016",40.7444764,-73.9845825,10016
Don Julio Restaurant,4,205,"{'Rating 5 ': 117.0, 'Rating 4 ': 42.0, 'Rating 3 ': 11.0, 'Rating 2 ': 8.0, 'Rating 1 ': 27.0}",1,"32 Broadway, Passaic, NJ 07055",40.8604154,-74.1275345,07055
Mama Tala Restaurant,3.9,88,"{'Rating 5 ': 51.0, 'Rating 4 ': 12.0, 'Rating 3 ': 4.0, 'Rating 2 ': 5.0, 'Rating 1 ': 16.0}",2,"582 Morris Ave, Bronx, NY 10451",40.8181181,-73.9221354,10451
Subway,3.8,607,"{'Rating 5 ': 279.0, 'Rating 4 ': 118.0, 'Rating 3 ': 89.0, 'Rating 2 ': 37.0, 'Rating 1 ': 84.0}",1,"2866 John F. Kennedy Blvd, Jersey City, NJ 07306",40.7314163,-74.0646815,07306
Wadadli Style Caribbean Restaurant & Bakery,4.3,20,"{'Rating 5 ': 14.0, 'Rating 4 ': 3.0, 'Rating 3 ': 0.0, 'Rating 2 ': 0.0, 'Rating 1 ': 3.0}",1,"475 Martin Luther King Dr, Jersey City, NJ 07304",40.7143124,-74.0759552,07304
El Continental Restaurant,4.1,390,"{'Rating 5 ': 213.0, 'Rating 4 ': 95.0, 'Rating 3 ': 37.0, 'Rating 2 ': 11.0, 'Rating 1 ': 34.0}",1,"672 5th Ave, Brooklyn, NY 11215",40.6621213,-73.992897,11215
El Fogón Bar and Restaurant,4.3,86,"{'Rating 5 ': 56.0, 'Rating 4 ': 13.0, 'Rating 3 ': 10.0, 'Rating 2 ': 0.0, 'Rating 1 ': 7.0}",1,"247 Second St, Elizabeth, NJ 07206",40.6532471,-74.183455,07206
Portugalia Bar & Restaurant,4.6,588,"{'Rating 5 ': 424.0, 'Rating 4 ': 109.0, 'Rating 3 ': 37.0, 'Rating 2 ': 1.0, 'Rating 1 ': 17.0}",,"280 1/2 Ferry St, Newark, NJ 07105",40.728895,-74.1517927,07105
Adriana Restaurant,4.2,207,"{'Rating 5 ': 129.0, 'Rating 4 ': 40.0, 'Rating 3 ': 15.0, 'Rating 2 ': 5.0, 'Rating 1 ': 18.0}",,"597 Broadway, Newark, NJ 07104",40.7708303,-74.1622197,07104
Chateau of Spain,4.4,1959,"{'Rating 5 ': 1225.0, 'Rating 4 ': 445.0, 'Rating 3 ': 156.0, 'Rating 2 ': 65.0, 'Rating 1 ': 68.0}",2,"11 Franklin St, Newark, NJ 07102",40.7312293,-74.1738254,07102
El Encanto Mexicano Restaurant,4.3,12,"{'Rating 5 ': 9.0, 'Rating 4 ': 1.0, 'Rating 3 ': 0.0, 'Rating 2 ': 0.0, 'Rating 1 ': 2.0}",,"185 Port Richmond Ave, Staten Island, NY 10302",40.6367168,-74.1341038,10302
Me & Tommy's Restaurant & Bar,4.7,350,"{'Rating 5 ': 293.0, 'Rating 4 ': 27.0, 'Rating 3 ': 16.0, 'Rating 2 ': 5.0, 'Rating 1 ': 9.0}",2,"4 Essex St, Belleville, NJ 07109",40.7943949,-74.148635,07109
Edward Lunch & Restaurant,4.1,135,"{'Rating 5 ': 73.0, 'Rating 4 ': 35.0, 'Rating 3 ': 9.0, 'Rating 2 ': 3.0, 'Rating 1 ': 15.0}",1,"56 Lorraine St, Brooklyn, NY 11231",40.6744669,-74.0074718,11231
Chapin Restaurant & Bakery,4.4,23,"{'Rating 5 ': 18.0, 'Rating 4 ': 2.0, 'Rating 3 ': 0.0, 'Rating 2 ': 1.0, 'Rating 1 ': 2.0}",,"508 Ocean Ave, Jersey City, NJ 07305",40.7037947,-74.0801455,07305
Grandma Sarah's Restaurant,4.4,51,"{'Rating 5 ': 35.0, 'Rating 4 ': 7.0, 'Rating 3 ': 6.0, 'Rating 2 ': 0.0, 'Rating 1 ': 3.0}",,"223 Monroe St, Passaic, NJ 07055",40.8659668,-74.1232734,07055
Sabor Y Punto Colombian Restaurant,4.8,399,"{'Rating 5 ': 347.0, 'Rating 4 ': 30.0, 'Rating 3 ': 7.0, 'Rating 2 ': 7.0, 'Rating 1 ': 8.0}",2,"6617 Bergenline Ave, West New York, NJ 07093",40.7939494,-74.0127946,07093
Desi Deli indian kitchen,3.6,720,"{'Rating 5 ': 330.0, 'Rating 4 ': 138.0, 'Rating 3 ': 59.0, 'Rating 2 ': 47.0, 'Rating 1 ': 146.0}",1,"724 10th Ave, New York, NY 10019",40.7642425,-73.9917524,10019
Fat Bastard and Son's Restaurant,4.6,108,"{'Rating 5 ': 91.0, 'Rating 4 ': 6.0, 'Rating 3 ': 4.0, 'Rating 2 ': 3.0, 'Rating 1 ': 4.0}",2,"434 US-46, South Hackensack, NJ 07606",40.856371,-74.048476,07606
Supreme Restaurant,4.2,1825,"{'Rating 5 ': 989.0, 'Rating 4 ': 488.0, 'Rating 3 ': 173.0, 'Rating 2 ': 66.0, 'Rating 1 ': 109.0}",1,"100 Mott St, New York, NY 10013",40.717267,-73.997234,10013
Kofte Piyaz,4.6,255,"{'Rating 5 ': 204.0, 'Rating 4 ': 26.0, 'Rating 3 ': 9.0, 'Rating 2 ': 4.0, 'Rating 1 ': 12.0}",1,"881 5th Ave Store A, Brooklyn, NY 11232",40.6513824,-74.0034576,11232
Aruba Lounge & restaurant,4.7,49,"{'Rating 5 ': 44.0, 'Rating 4 ': 1.0, 'Rating 3 ': 2.0, 'Rating 2 ': 0.0, 'Rating 1 ': 2.0}",,"463 21st Ave, Paterson, NJ 07513",40.9064084,-74.1537001,07513
Taco Bell,3.4,677,"{'Rating 5 ': 266.0, 'Rating 4 ': 136.0, 'Rating 3 ': 70.0, 'Rating 2 ': 32.0, 'Rating 1 ': 173.0}",1,"21-33 E 53rd St, Bayonne, NJ 07002",40.6841243,-74.0994393,07002
Lago Kache Restaurant & Lounge,4.1,331,"{'Rating 5 ': 197.0, 'Rating 4 ': 66.0, 'Rating 3 ': 19.0, 'Rating 2 ': 14.0, 'Rating 1 ': 35.0}",,"2192 Flatbush Ave, Brooklyn, NY 11234",40.6164586,-73.9305285,11234
El Alebrije Mexican Restaurant,4.4,334,"{'Rating 5 ': 227.0, 'Rating 4 ': 53.0, 'Rating 3 ': 23.0, 'Rating 2 ': 12.0, 'Rating 1 ': 19.0}",,"570 Main Ave, Passaic, NJ 07055",40.8587698,-74.1236863,07055
Taco Bell,4,1030,"{'Rating 5 ': 500.0, 'Rating 4 ': 248.0, 'Rating 3 ': 131.0, 'Rating 2 ': 57.0, 'Rating 1 ': 94.0}",1,"171 NJ-17, Hasbrouck Heights, NJ 07604",40.8551209,-74.0717285,07604
La Primicia Restaurant,3.9,436,"{'Rating 5 ': 237.0, 'Rating 4 ': 69.0, 'Rating 3 ': 44.0, 'Rating 2 ': 14.0, 'Rating 1 ': 72.0}",1,"452 West Side Ave, Jersey City, NJ 07304",40.7166882,-74.0853058,07304
Hua Long,3.4,68,"{'Rating 5 ': 26.0, 'Rating 4 ': 13.0, 'Rating 3 ': 9.0, 'Rating 2 ': 3.0, 'Rating 1 ': 17.0}",1,"706 Fulton St, Brooklyn, NY 11217",40.685871,-73.973693,11217
CafeDelia,4.9,434,"{'Rating 5 ': 418.0, 'Rating 4 ': 12.0, 'Rating 3 ': 1.0, 'Rating 2 ': 0.0, 'Rating 1 ': 3.0}",3,"59 E 8th St, New York, NY 10003",40.7311025,-73.9933102,10003
Tadim Restaurant,4.9,243,"{'Rating 5 ': 229.0, 'Rating 4 ': 7.0, 'Rating 3 ': 1.0, 'Rating 2 ': 2.0, 'Rating 1 ': 4.0}",2,"959 Main St, Paterson, NJ 07503",40.8951341,-74.1595259,07503
Soco,4.1,2523,"{'Rating 5 ': 1263.0, 'Rating 4 ': 707.0, 'Rating 3 ': 239.0, 'Rating 2 ': 100.0, 'Rating 1 ': 214.0}",2,"509 Myrtle Ave, Brooklyn, NY 11205",40.6937397,-73.964499,11205
Buddha-Bar Restaurant New York,3.9,591,"{'Rating 5 ': 341.0, 'Rating 4 ': 73.0, 'Rating 3 ': 52.0, 'Rating 2 ': 37.0, 'Rating 1 ': 88.0}",,"62 Thomas St, New York, NY 10013",40.7167626,-74.0074789,10013
New Belacan Restaurant,4,194,"{'Rating 5 ': 90.0, 'Rating 4 ': 57.0, 'Rating 3 ': 19.0, 'Rating 2 ': 13.0, 'Rating 1 ': 15.0}",1,"5918 8th Ave, Brooklyn, NY 11220",40.6358629,-74.0094809,11220
Happy Fortune,3.6,115,"{'Rating 5 ': 52.0, 'Rating 4 ': 21.0, 'Rating 3 ': 12.0, 'Rating 2 ': 1.0, 'Rating 1 ': 29.0}",2,"770 Manor Rd, Staten Island, NY 10314",40.6085367,-74.1217997,10314
GP's Restaurant,4.7,298,"{'Rating 5 ': 241.0, 'Rating 4 ': 38.0, 'Rating 3 ': 8.0, 'Rating 2 ': 3.0, 'Rating 1 ': 8.0}",2,"24 69th St, Guttenberg, NJ 07093",40.7911825,-74.0017622,07093
Rosita's Restaurant Bakery,3.6,47,"{'Rating 5 ': 20.0, 'Rating 4 ': 9.0, 'Rating 3 ': 5.0, 'Rating 2 ': 3.0, 'Rating 1 ': 10.0}",,"23 Bloomfield Ave, Newark, NJ 07104",40.754183,-74.170975,07104
J&V Grill Restaurant Cafeteria,4.2,616,"{'Rating 5 ': 376.0, 'Rating 4 ': 111.0, 'Rating 3 ': 55.0, 'Rating 2 ': 23.0, 'Rating 1 ': 51.0}",1,"423 Bloomfield Ave, Newark, NJ 07107",40.7699637,-74.1827351,07107
Waterside Restaurant and Catering,4.2,410,"{'Rating 5 ': 267.0, 'Rating 4 ': 59.0, 'Rating 3 ': 23.0, 'Rating 2 ': 15.0, 'Rating 1 ': 46.0}",,"7800 River Rd B, North Bergen, NJ 07047",40.7949241,-73.9938669,07047
Central Restaurant,4.2,628,"{'Rating 5 ': 358.0, 'Rating 4 ': 142.0, 'Rating 3 ': 76.0, 'Rating 2 ': 20.0, 'Rating 1 ': 32.0}",1,"30 Central Ave #4, Newark, NJ 07102",40.7416195,-74.1705803,07102
Vinny's Restaurant & Pizza,4.4,94,"{'Rating 5 ': 62.0, 'Rating 4 ': 22.0, 'Rating 3 ': 3.0, 'Rating 2 ': 0.0, 'Rating 1 ': 7.0}",,"22 Ferry St, Newark, NJ 07105",40.7330735,-74.163504,07105
Grand Canyon Restaurant,4.4,380,"{'Rating 5 ': 237.0, 'Rating 4 ': 89.0, 'Rating 3 ': 24.0, 'Rating 2 ': 14.0, 'Rating 1 ': 16.0}",2,"143 Montague St, Brooklyn, NY 11201",40.6948048,-73.9935875,11201
Ankara One Turkish Restaurant,4.2,384,"{'Rating 5 ': 271.0, 'Rating 4 ': 30.0, 'Rating 3 ': 19.0, 'Rating 2 ': 10.0, 'Rating 1 ': 54.0}",2,"1425 Kings Hwy, Brooklyn, NY 11229",40.6088993,-73.9584549,11229
Zio Toto,4.3,264,"{'Rating 5 ': 176.0, 'Rating 4 ': 44.0, 'Rating 3 ': 18.0, 'Rating 2 ': 8.0, 'Rating 1 ': 18.0}",2,"8407 3rd Ave, Brooklyn, NY 11209",40.6247417,-74.0302448,11209
FARIDA - Central Asian Cuisine & Grill,4.6,645,"{'Rating 5 ': 516.0, 'Rating 4 ': 65.0, 'Rating 3 ': 20.0, 'Rating 2 ': 5.0, 'Rating 1 ': 39.0}",2,"32 Cedar St, New York, NY 10005",40.7071242,-74.0083922,10005
My Pizza and Restaurant,4,493,"{'Rating 5 ': 272.0, 'Rating 4 ': 85.0, 'Rating 3 ': 53.0, 'Rating 2 ': 25.0, 'Rating 1 ': 58.0}",2,"755 Targee St, Staten Island, NY 10304",40.608943,-74.087844,10304
Sandy Restaurant,4.4,1037,"{'Rating 5 ': 750.0, 'Rating 4 ': 109.0, 'Rating 3 ': 65.0, 'Rating 2 ': 26.0, 'Rating 1 ': 87.0}",1,"2261 2nd Ave, New York, NY 10035",40.797258,-73.93794,10035
MACA Peruvian Restaurant,4.1,454,"{'Rating 5 ': 266.0, 'Rating 4 ': 97.0, 'Rating 3 ': 29.0, 'Rating 2 ': 13.0, 'Rating 1 ': 49.0}",2,"62-12 Woodhaven Blvd, Rego Park, NY 11374",40.7265148,-73.870679,11374
La Palmita Restaurant 2,4,86,"{'Rating 5 ': 45.0, 'Rating 4 ': 18.0, 'Rating 3 ': 8.0, 'Rating 2 ': 4.0, 'Rating 1 ': 11.0}",,"438 Boulevard, Hasbrouck Heights, NJ 07604",40.869434,-74.070322,07604
Luka's Deli & Restaurant,4.1,167,"{'Rating 5 ': 88.0, 'Rating 4 ': 41.0, 'Rating 3 ': 16.0, 'Rating 2 ': 5.0, 'Rating 1 ': 17.0}",1,"248 Main St, Hackensack, NJ 07601",40.8860657,-74.0415033,07601
Selena Restaurant,4.4,69,"{'Rating 5 ': 49.0, 'Rating 4 ': 10.0, 'Rating 3 ': 4.0, 'Rating 2 ': 0.0, 'Rating 1 ': 6.0}",,"272 Passaic St, Passaic, NJ 07055",40.8614629,-74.121302,07055
Lola Restaurant,4.6,36,"{'Rating 5 ': 29.0, 'Rating 4 ': 2.0, 'Rating 3 ': 3.0, 'Rating 2 ': 0.0, 'Rating 1 ': 2.0}",2,"26 1st St, Elizabeth, NJ 07206",40.6469968,-74.1900405,07206
Tucasa Restaurant,4.2,59,"{'Rating 5 ': 38.0, 'Rating 4 ': 7.0, 'Rating 3 ': 5.0, 'Rating 2 ': 4.0, 'Rating 1 ': 5.0}",,"400 Delancy St, Newark, NJ 07105",40.7168733,-74.1505653,07105
Mykonos Restaurant,4.5,244,"{'Rating 5 ': 185.0, 'Rating 4 ': 33.0, 'Rating 3 ': 10.0, 'Rating 2 ': 5.0, 'Rating 1 ': 11.0}",2,"440 Ridge Rd #5, North Arlington, NJ 07031",40.794383,-74.12836,07031
Ramonitas Restaurant,4.6,47,"{'Rating 5 ': 34.0, 'Rating 4 ': 9.0, 'Rating 3 ': 3.0, 'Rating 2 ': 0.0, 'Rating 1 ': 1.0}",2,"108 Moore St, Brooklyn, NY 11206",40.7034721,-73.9411468,11206
Three of Cups Restaurant,4.4,195,"{'Rating 5 ': 138.0, 'Rating 4 ': 27.0, 'Rating 3 ': 10.0, 'Rating 2 ': 8.0, 'Rating 1 ': 12.0}",2,"150 Sullivan St, New York, NY 10012",40.7274185,-74.002042,10012
Mario's Restaurant Clifton,4.2,883,"{'Rating 5 ': 546.0, 'Rating 4 ': 177.0, 'Rating 3 ': 62.0, 'Rating 2 ': 24.0, 'Rating 1 ': 74.0}",2,"710 Van Houten Ave, Clifton, NJ 07013",40.8597025,-74.1507372,07013
Vesuvio Restaurant & Pizzeria,4.4,1462,"{'Rating 5 ': 967.0, 'Rating 4 ': 309.0, 'Rating 3 ': 85.0, 'Rating 2 ': 37.0, 'Rating 1 ': 64.0}",2,"7305 3rd Ave, Brooklyn, NY 11209",40.6325896,-74.0271415,11209
El Mirador,4,48,"{'Rating 5 ': 22.0, 'Rating 4 ': 15.0, 'Rating 3 ': 6.0, 'Rating 2 ': 1.0, 'Rating 1 ': 4.0}",1,"59 Church Ave, Brooklyn, NY 11218",40.6422756,-73.9810608,11218
Del Valle,4,93,"{'Rating 5 ': 56.0, 'Rating 4 ': 15.0, 'Rating 3 ': 6.0, 'Rating 2 ': 1.0, 'Rating 1 ': 15.0}",,"218 Anderson Ave, Fairview, NJ 07022",40.8158249,-73.9952913,07022
Tony's Pizza,4.6,1429,"{'Rating 5 ': 1056.0, 'Rating 4 ': 231.0, 'Rating 3 ': 73.0, 'Rating 2 ': 22.0, 'Rating 1 ': 47.0}",2,"443 Knickerbocker Ave, Brooklyn, NY 11237",40.6992231,-73.9188171,11237
Bazár Tapas Bar & Restaurant,4.3,818,"{'Rating 5 ': 479.0, 'Rating 4 ': 225.0, 'Rating 3 ': 48.0, 'Rating 2 ': 22.0, 'Rating 1 ': 44.0}",2,"31 W 26th St, New York, NY 10010",40.7444336,-73.9900996,10010
The Bar Room at The Modern,4.5,169,"{'Rating 5 ': 125.0, 'Rating 4 ': 23.0, 'Rating 3 ': 10.0, 'Rating 2 ': 5.0, 'Rating 1 ': 6.0}",,"9 W 53rd St, New York, NY 10019",40.7609475,-73.9768318,10019
Five Guys,4.3,631,"{'Rating 5 ': 366.0, 'Rating 4 ': 150.0, 'Rating 3 ': 58.0, 'Rating 2 ': 22.0, 'Rating 1 ': 35.0}",2,"301 Bayonne Crossing Way, Bayonne, NJ 07002",40.6628743,-74.1061077,07002
La Catracha,4,99,"{'Rating 5 ': 55.0, 'Rating 4 ': 17.0, 'Rating 3 ': 8.0, 'Rating 2 ': 7.0, 'Rating 1 ': 12.0}",,"68 Van Riper St, Staten Island, NY 10302",40.6256146,-74.1441327,10302
I Sodi,4.3,678,"{'Rating 5 ': 466.0, 'Rating 4 ': 95.0, 'Rating 3 ': 32.0, 'Rating 2 ': 23.0, 'Rating 1 ': 62.0}",3,"314 Bleecker St, New York, NY 10014",40.7327893,-74.0040532,10014
Mi Ranchito Restaurant,4.3,210,"{'Rating 5 ': 138.0, 'Rating 4 ': 35.0, 'Rating 3 ': 17.0, 'Rating 2 ': 4.0, 'Rating 1 ': 16.0}",,"86 Broadway, Newark, NJ 07104",40.7532583,-74.1708359,07104
Downs River Restaurant INC,4.1,161,"{'Rating 5 ': 89.0, 'Rating 4 ': 35.0, 'Rating 3 ': 11.0, 'Rating 2 ': 11.0, 'Rating 1 ': 15.0}",1,"517 Stanley Ave, Brooklyn, NY 11207",40.6572396,-73.8891414,11207
Picazo's Pizza & Restaurant Place Corp,5,8,"{'Rating 5 ': 8.0, 'Rating 4 ': 0.0, 'Rating 3 ': 0.0, 'Rating 2 ': 0.0, 'Rating 1 ': 0.0}",,"871 3rd Ave, Brooklyn, NY 11232",40.6574336,-74.0040073,11232
Sally’s Caribbean Restaurant,4.4,39,"{'Rating 5 ': 30.0, 'Rating 4 ': 2.0, 'Rating 3 ': 2.0, 'Rating 2 ': 2.0, 'Rating 1 ': 3.0}",2,"911 Erskine St, Brooklyn, NY 11239",40.6542755,-73.8668077,11239
No. 7 Restaurant,4.3,348,"{'Rating 5 ': 190.0, 'Rating 4 ': 110.0, 'Rating 3 ': 28.0, 'Rating 2 ': 16.0, 'Rating 1 ': 4.0}",,"627 Vanderbilt Ave, Brooklyn, NY 11238",40.6782987,-73.9684593,11238
Antojos Colombianos Restaurant & Bakery,4.2,513,"{'Rating 5 ': 308.0, 'Rating 4 ': 99.0, 'Rating 3 ': 39.0, 'Rating 2 ': 10.0, 'Rating 1 ': 57.0}",2,"530 Harrison Ave Suite 1, Harrison, NJ 07029",40.747287,-74.1525308,07029
PiCH Restaurant and Lounge,4.3,213,"{'Rating 5 ': 146.0, 'Rating 4 ': 27.0, 'Rating 3 ': 19.0, 'Rating 2 ': 8.0, 'Rating 1 ': 13.0}",2,"774 Flatbush Ave, Brooklyn, NY 11226",40.6539399,-73.9596964,11226
Radhuni Sweets & Restaurant II,3.5,324,"{'Rating 5 ': 147.0, 'Rating 4 ': 52.0, 'Rating 3 ': 22.0, 'Rating 2 ': 13.0, 'Rating 1 ': 90.0}",,"1203 Liberty Ave, Brooklyn, NY 11208",40.6791078,-73.8649551,11208
