CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50129871,SUSHI D,Brooklyn,207,DEKALB AVENUE,11205,7188580058,Seafood,3/10/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,28,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.68955026,-73.9712935,302,35,018300,3335273,3020900065,BK68,
41713624,BIENVENIDOS AL CALLAO RESTAURANT,Queens,11122,ROOSEVELT AVENUE,11368,7187799400,Peruvian,9/26/23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,34,B,9/26/23,4/23/24,Cycle Inspection / Re-inspection,40.75167843,-73.85543794,404,21,039900,4049891,4020130110,QN25,
41047349,JENNIFER CAFE,Manhattan,67,1 AVENUE,10003,9176745443,Latin American,3/9/22,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,31,,,4/23/24,Cycle Inspection / Initial Inspection,40.72532844,-73.98695046,103,02,003800,1006218,1004460036,MN22,
41408277,NOBI SUSHI,Manhattan,437,3 AVENUE,10016,2124818333,Japanese,11/28/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,B,11/28/22,4/23/24,Cycle Inspection / Re-inspection,40.74343187,-73.97977979,106,02,007000,1019947,1009110001,MN20,
50107666,JUJU MOMO,Queens,3930A,61ST ST,11377,5166437991,Asian/Asian Fusion,4/10/23,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,34,,,4/23/24,Cycle Inspection / Initial Inspection,40.7464174,-73.90303026,402,26,025900,4028333,4012290108,QN63,
50101243,MOMO 97,Manhattan,1396,MADISON AVENUE,10029,5166600021,Asian/Asian Fusion,2/24/20,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,N,,4/23/24,Pre-permit (Non-operational) / Initial Inspection,40.78778236,-73.95376539,111,04,016002,1051455,1016020058,MN33,
40400198,CABANA,Queens,10712,70 ROAD,11375,7182633600,Latin American,11/2/23,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,27,,,4/23/24,Cycle Inspection / Initial Inspection,40.72111625,-73.84552944,406,29,071100,4077497,4032390038,QN17,
50123690,FAT DOUGHNUT,Brooklyn,50,MALCOLM X BOULEVARD,11221,3474202659,Bakery Products/Desserts,8/27/22,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,12,A,8/27/22,4/23/24,Pre-permit (Operational) / Initial Inspection,40.69250017,-73.93097295,303,36,028900,3043466,3016070045,BK35,
50105997,LE PAIN QUOTIDIEN,Manhattan,250,WEST   55 STREET,10019,2122498600,French,4/5/24,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,17,,,4/23/24,Cycle Inspection / Initial Inspection,40.76500893,-73.98289585,105,06,013700,1089439,1010260055,MN17,
50105561,DAVIDOVICH BAKERY,Manhattan,79,CLINTON STREET,10002,5168280218,Bakery Products/Desserts,6/29/23,Violations were cited in the following area(s).,03I,"Juice packaged on premises with no or incomplete label, no warning statement",Critical,29,,,4/23/24,Cycle Inspection / Initial Inspection,40.71882588,-73.98520933,103,01,001402,1004177,1003480021,MN28,
50130521,SHAKE SHACK NEW YORK,Brooklyn,1190,FULTON STREET,11216,6469910223,Hamburgers,8/4/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5,A,8/4/23,4/23/24,Pre-permit (Operational) / Initial Inspection,40.68059901,-73.95302156,303,36,024700,3053705,3018607501,BK61,
50089369,ESTRELLA LATINA RESTAURANT,Queens,3907,104TH ST,11368,7185652377,Latin American,11/1/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30,,,4/23/24,Cycle Inspection / Initial Inspection,40.75051727,-73.86202367,403,21,040300,4044659,4017760075,QN26,
50005295,LIVING ROOM RESTAURANT AND LOUNGE,Brooklyn,178,AVENUE U,11223,7189968700,Middle Eastern,8/6/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,,,4/23/24,Cycle Inspection / Initial Inspection,40.59646793,-73.97772157,315,43,039800,3192469,3071200010,BK26,
40537290,NORA'S PARK BENCH CAFE,Brooklyn,3019,QUENTIN ROAD,11234,7183760033,American,9/26/22,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,21,B,9/26/22,4/23/24,Cycle Inspection / Re-inspection,40.61193,-73.94099723,318,46,064400,3212091,3077030006,BK45,
50018100,MASSERIA DEI VINI,Manhattan,889,9 AVENUE,10019,2123152888,Italian,5/3/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12,A,5/3/23,4/23/24,Cycle Inspection / Re-inspection,40.76831397,-73.98543295,104,06,013900,1026889,1010670033,MN15,
50101866,MI ROMANCE ECUATORIANO,Bronx,524A,BROOK AVENUE,10455,7182923942,Spanish,9/29/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,9/29/21,4/23/24,Pre-permit (Operational) / Re-inspection,40.81456828,-73.91515232,201,17,004300,2100792,2022750003,BX39,
50117241,Blank Street,Manhattan,172,9 AVENUE,10011,9175103862,Other,1/3/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,1/3/22,4/23/24,Pre-permit (Operational) / Initial Inspection,40.74496246,-74.00242518,104,03,008900,1078512,1007440003,MN13,
50130871,SAMMY L COFFEE,Manhattan,83,3 AVENUE,10003,9177704047,Coffee/Tea,3/28/23,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,12,A,3/28/23,4/23/24,Pre-permit (Operational) / Initial Inspection,40.73180898,-73.98824813,103,02,004000,1006826,1004670001,MN22,
41097313,LA FLOR DEL PARAISO RESTAURANT,Queens,1715,CORNELIA STREET,11385,7183812970,Spanish,4/19/23,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,67,,,4/23/24,Cycle Inspection / Initial Inspection,40.70034574,-73.90545256,405,34,055100,4082752,4034610053,QN20,
50115516,DUTAN BAKERY,Queens,3219,JUNCTION BLVD,11369,3477562883,Bakery Products/Desserts,5/19/23,Establishment re-opened by DOHMH.,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,8,,,4/23/24,Pre-permit (Operational) / Reopening Inspection,40.75793943,-73.87425204,403,21,035300,4034931,4014240064,QN27,
50122004,EL PERRO,Queens,8026,NORTHERN BLVD,11372,7184240763,Hamburgers,2/17/23,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,52,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.75538077,-73.8869117,403,25,028500,4028773,4012530001,QN28,
40386747,ARNO RISTORANTE,Manhattan,141,WEST   38 STREET,10018,2129447420,Italian,4/5/23,Violations were cited in the following area(s).,28-03,"Lighting fixture located over, by or within food storage, preparation, service or display facility, and facility where utensils and equipment are cleaned and stored, which may shatter due to extreme heat, temperature changes or accidental contact; not fitted with shatterproof bulb or shielded and encased, with end caps or other device.",Not Critical,,,,4/23/24,Administrative Miscellaneous / Initial Inspection,40.7530726,-73.98772823,105,03,011300,1015264,1008140001,MN17,
50082952,JUN BO RESTAURANT,Bronx,3712,EAST TREMONT AVENUE,10465,7188231076,Chinese,6/26/19,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,6/26/19,4/23/24,Cycle Inspection / Re-inspection,40.8269704,-73.82257993,210,13,015200,2079919,2055430106,BX52,
40856208,ROCCO PIZZA,Brooklyn,765,DEKALB AVENUE,11216,7182189200,Pizza,5/16/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,20,B,5/16/23,4/23/24,Cycle Inspection / Re-inspection,40.69198676,-73.9460647,303,36,026100,3049499,3017750044,BK75,
50089474,THE COPPOLA CAFE,Manhattan,171,WEST    4 STREET,10014,9176393970,Italian,2/28/22,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,0,,,4/23/24,Cycle Inspection / Initial Inspection,40.7321856,-74.0015371,102,03,007100,1010227,1005920032,MN23,
50050197,LONG HING KITCHEN,Queens,10422,LIBERTY AVE,11417,7186413101,Chinese,5/11/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,27,,,4/23/24,Cycle Inspection / Initial Inspection,40.68210626,-73.83671819,410,32,009400,4202101,4095270011,QN55,
50056983,HUASCAR & COMPANY BAKESHOP,Manhattan,453,WEST   54 STREET,10019,2129331041,Bakery Products/Desserts,6/8/22,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,23,,,4/23/24,Cycle Inspection / Initial Inspection,40.76661533,-73.98859937,104,03,013900,1026779,1010640001,MN15,
50055119,MOTORINO,Manhattan,510,COLUMBUS AVENUE,10024,9176757581,Pizza,4/17/23,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,9,A,4/17/23,4/23/24,Cycle Inspection / Initial Inspection,40.78551033,-73.97289502,107,06,016900,1032130,1012150033,MN12,
41267350,TENDA ASIAN FUSION,Brooklyn,1734,SHEEPSHEAD BAY ROAD,11235,7183680222,Japanese,10/19/22,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,29,,,4/23/24,Cycle Inspection / Initial Inspection,40.58545601,-73.95159824,315,48,060600,3247006,3087700036,BK17,
50037128,VEGGIES,Brooklyn,785,FRANKLIN AVENUE,11238,3476273247,"Juice, Smoothies, Fruit Salads",6/5/23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,17,,,4/23/24,Cycle Inspection / Initial Inspection,40.67203704,-73.95746169,308,35,021900,3032117,3012520009,BK61,
50060385,ITAVOLO,Manhattan,875,3 AVENUE,10022,2127511999,American,3/9/23,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,13,A,3/9/23,4/23/24,Cycle Inspection / Re-inspection,40.7575953,-73.96945204,106,04,009800,1038517,1013260001,MN19,
41721832,PASTELITOS ELVYS,Brooklyn,255,WILSON AVENUE,11237,3474799070,Spanish,3/16/22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,3/16/22,4/23/24,Cycle Inspection / Initial Inspection,40.69798048,-73.92092717,304,37,043100,3074767,3032770001,BK77,
40389819,AUSTIN HOUSE,Queens,7204,AUSTIN STREET,11375,7185442276,American,7/21/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,7/21/22,4/23/24,Cycle Inspection / Initial Inspection,40.7192153,-73.84236287,406,29,073700,4077925,4032550043,QN17,
40762828,MEMO SHISH KEBAB,Brooklyn,1821,KINGS HIGHWAY,11229,7183398001,Turkish,11/16/23,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,33,,,4/23/24,Cycle Inspection / Initial Inspection,40.61017967,-73.95494053,315,48,055200,3182482,3067810012,BK44,
50124567,MEJU,Queens,528,49TH AVE,11101,7188061636,Korean,7/17/23,Violations were cited in the following area(s).,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,24,N,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.74378747,-73.95584947,402,26,000700,4436593,4000320138,QN31,
50094133,GIGI'S BAKERY,Brooklyn,8626,4 AVENUE,11209,7182392865,Bakery Products/Desserts,4/5/22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,4/23/24,Cycle Inspection / Initial Inspection,40.62255575,-74.02845784,310,47,006000,3153495,3060440147,BK31,
50112310,DOABA DELI,Manhattan,945,COLUMBUS AVENUE,10025,2122222636,Indian,11/29/21,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot food item not held at or above 140º F.,Critical,0,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.79948647,-73.96266771,107,07,019300,1055644,1018420003,MN09,
50104019,ANNAPURNA THAKALI KITCHEN,Queens,7224,ROOSEVELT AVE,11372,9178189589,Asian/Asian Fusion,2/1/22,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,B,2/1/22,4/23/24,Pre-permit (Operational) / Re-inspection,40.74664745,-73.89318097,404,25,026500,4030419,4013040043,QN50,
50105043,CHIPOTLE MEXICAN GRILL #3544,Manhattan,885,10 AVENUE,10019,6463705735,Tex-Mex,2/8/24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,10,A,2/8/24,4/23/24,Cycle Inspection / Initial Inspection,40.76958511,-73.98822339,104,06,013500,1027080,1010860034,MN15,
50076943,THE BUTCHER'S DAUGHTER,Brooklyn,271,METROPOLITAN AVENUE,11211,3477631421,Vegetarian,5/25/22,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,5/25/22,4/23/24,Cycle Inspection / Initial Inspection,40.71470486,-73.95834339,301,34,051900,3062373,3023537501,BK73,
50051967,GONG CHA,Queens,90-15,QUEENS BOULEVARD,11373,6462673807,Coffee/Tea,5/4/22,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,22,,,4/23/24,Cycle Inspection / Initial Inspection,40.73384018,-73.87157703,404,25,068300,4045999,4018600100,QN29,
50125731,DOLLAR HITS NEW YORK,Queens,3904,64TH ST,11377,9176311427,Filipino,11/1/22,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,52,Z,11/1/22,4/23/24,Pre-permit (Operational) / Re-inspection,40.74628023,-73.89990869,402,26,026100,4028409,4012330066,QN63,
50102014,NEW MOON,Manhattan,547-549,2ND AVENUE,10016,2127792828,Chinese,2/28/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,31,,,4/23/24,Cycle Inspection / Initial Inspection,40.74243511,-73.97754626,106,02,007000,1019955,1009110031,MN20,
40364443,CRIMINAL COURT BLDG CAFETERIA,Manhattan,100,CENTRE STREET,10013,2129621037,American,2/2/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2/2/24,4/23/24,Cycle Inspection / Initial Inspection,40.71607657,-74.0014249,101,01,002900,1079000,1001670001,MN27,
50100558,GORDOS CANTINA,Brooklyn,140,SAINT NICHOLAS AVENUE,11237,9179479208,Mexican,6/7/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,18,,,4/23/24,Cycle Inspection / Initial Inspection,40.70504584,-73.91746712,304,37,044500,3073953,3032490033,BK77,
40371718,ZAFI'S LUNCHEONETTE,Manhattan,500,GRAND STREET,10002,2125332415,Coffee/Tea,11/1/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,17,,,4/23/24,Cycle Inspection / Initial Inspection,40.71473855,-73.98260579,103,01,001200,1004065,1003310065,MN28,
50037436,3 GUYS SUSHI,Staten Island,530,FOREST AVENUE,10310,7184470088,Japanese,10/27/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,16,,,4/23/24,Cycle Inspection / Initial Inspection,40.63027895,-74.10788579,501,49,012100,5007426,5002760050,SI35,
50005257,DUNKIN,Brooklyn,527,METROPOLITAN AVENUE,11211,7187820175,Donuts,3/27/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,3/27/24,4/23/24,Cycle Inspection / Initial Inspection,40.71406791,-73.95098866,301,34,050100,3068665,3027560046,BK90,
50078033,FONTENOVA TAPAS,Bronx,216,WEST  242 STREET,10471,9174475552,Peruvian,11/1/18,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,21,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.8895331,-73.89898328,208,11,028500,2084021,2057760619,BX29,
50085693,JOE'S PIZZA OF PARK SLOPE,Brooklyn,349,5 AVENUE,11215,7183692634,Pizza,7/1/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,62,,,4/23/24,Cycle Inspection / Initial Inspection,40.67185718,-73.98404818,306,39,013500,3021177,3009850004,BK37,
41541376,CALEXICO,Brooklyn,645,MANHATTAN AVENUE,11222,3477632129,American,5/11/22,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,17,,,4/23/24,Cycle Inspection / Initial Inspection,40.72435537,-73.9511398,301,33,056900,3066045,3026450028,BK76,
50108758,NEW CHINA 3,Queens,5814,ROOSEVELT AVE,11377,7186725300,Chinese,2/24/22,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,5,,,4/23/24,Cycle Inspection / Initial Inspection,40.74537715,-73.90635199,402,26,024900,4031210,4013310029,QN63,
50069194,El Chalaco,Queens,11017,JAMAICA AVE,11418,7184410131,Peruvian,4/6/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,22,,,4/23/24,Cycle Inspection / Initial Inspection,40.69649855,-73.8377106,409,32,012800,4192622,4092240040,QN54,
50062743,BULBAP GRILL,Brooklyn,646,MANHATTAN AVENUE,11222,7183833663,Korean,4/15/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,0,,,4/23/24,Cycle Inspection / Initial Inspection,40.72439379,-73.95113617,301,33,056900,3066106,3026470040,BK76,
50145857,QING ZHOUFU INC & FANTUAN,Queens,4187,BOWNE ST,11355,3475423606,Chinese,1/9/24,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,52,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.75747301,-73.82246255,407,20,085700,4117063,4051830001,QN22,
50086659,TASTY PICKS II,Bronx,89,EAST GUN HILL ROAD,10467,7182312230,Sandwiches,4/13/22,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,18,,,4/23/24,Cycle Inspection / Initial Inspection,40.88170026,-73.87964411,207,11,043100,2017814,2033280125,BX43,
50092595,1982 COFFEE ROASTERS,Brooklyn,5403,13 AVENUE,11219,7184751982,Coffee/Tea,11/13/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,31,C,11/13/23,4/23/24,Cycle Inspection / Re-inspection,40.63216043,-73.99508581,312,44,023800,3139408,3056770009,BK88,
50108681,THE LEGEND CAFE HOUSE,Brooklyn,8140,NEW UTRECHT AVENUE,11214,7182596888,Chinese,8/2/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,36,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.61004031,-74.0016063,311,38,027600,3164612,3063140012,BK28,
50122292,HAPPY MARKET,Queens,8202,45TH AVE,11373,9175672882,Asian/Asian Fusion,3/20/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,34,,,4/23/24,Cycle Inspection / Initial Inspection,40.74161711,-73.88276707,404,25,048500,4038415,4015360201,QN50,
50046648,NIMBOODA INDIAN CUISINE,Brooklyn,664,WASHINGTON AVENUE,11238,7186224616,Indian,2/10/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,41,,,4/23/24,Cycle Inspection / Initial Inspection,40.67825341,-73.96386069,308,35,020500,3028226,3011460026,BK64,
50107906,OM RESTAURANT,Manhattan,1531,YORK AVE,10028,2126284500,Indian,6/17/22,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33,,,4/23/24,Pre-permit (Operational) / Reopening Inspection,40.77272022,-73.94977555,108,05,013600,1050371,1015600028,MN32,
50050887,GUPJI,Queens,14911,41ST AVE,11355,9293290628,Korean,3/21/24,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,9,A,3/21/24,4/23/24,Cycle Inspection / Initial Inspection,40.76217748,-73.81546852,407,20,116700,4431712,4050297501,QN51,
50136764,OAKBERRY,Manhattan,7,PENN PLZ,10001,9172143975,"Juice, Smoothies, Fruit Salads",9/14/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26,N,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.74968329,-73.99343133,105,03,010100,1014343,1007800036,MN17,
50084024,CROWN FRIED CHICKEN,Brooklyn,308,TOMPKINS AVENUE,11216,9174985817,Chicken,2/21/23,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,20,,,4/23/24,Cycle Inspection / Initial Inspection,40.68729529,-73.94470913,303,36,026500,3050961,3018090041,BK75,
50133641,FROG WINE BAR,Brooklyn,358,MARCUS GARVEY BOULEVARD,11221,5854561050,American,4/19/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,32,N,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.68483003,-73.93842295,303,36,027500,3052163,3018310048,BK35,
41642694,NUMERO 28,Manhattan,1431,1 AVENUE,10021,2127728200,Italian,4/14/22,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,37,,,4/23/24,Cycle Inspection / Initial Inspection,40.76953014,-73.95474566,108,05,013400,1044932,1014490024,MN31,
40362274,ANGELIKA FILM CENTER,Manhattan,18,WEST HOUSTON STREET,10012,2129952570,American,6/21/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11,A,6/21/23,4/23/24,Cycle Inspection / Initial Inspection,40.72574362,-73.99747811,102,01,005501,1008240,1005230048,MN23,
50008170,SOUTH SHORE HOT BAGELS,Staten Island,4882,ARTHUR KILL ROAD,10309,7182278600,Sandwiches,4/6/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,4/6/22,4/23/24,Cycle Inspection / Initial Inspection,40.52320022,-74.23921823,503,51,022600,5132658,5075840060,SI11,
50005564,WOGIES BAR & GRILL,Manhattan,44,TRINITY PLACE,10006,2127852838,American,5/8/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,2,A,5/8/23,4/23/24,Cycle Inspection / Initial Inspection,40.7074792,-74.01316145,101,01,001300,1000798,1000190018,MN25,
40510804,WOODROW DINER,Staten Island,655,ROSSVILLE AVENUE,10309,7186054031,American,8/21/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,33,,,4/23/24,Cycle Inspection / Initial Inspection,40.54259229,-74.20833121,503,51,020801,5079747,5061450300,SI32,
